comment_sentence_id,class,comment_sentence,partition,instance_type,category,pre_sentence
148,BlDevScripterCheckFiredEventsStep,i check whether particular class blevent events were fired on a class blelement target.,0,1,Responsibilities,i check whether particular class blevent events were fired on a class blelement target
982,BrTextEditorLetterInputFilter,i only allow letters,0,1,Responsibilities,i only allow letters
1912,FMFutureProperty,i represent a property of the object currently been imported while it is not yet imported.,0,1,Responsibilities,i represent a property of the object currently been imported while it is not yet imported
1006,GtConnectorButtonCreatedEvent,is sent by buttonattribute after button is created.,0,1,Responsibilities,is sent by buttonattribute after button is created
156,BlDevScripterClickStep,"i fire a class blmousedownevent , class blmouseupevent , and class blclickevent .",0,1,Responsibilities,i fire a class blmousedownevent class blmouseupevent and class blclickevent
1147,GtGradAbstractTreeLayout,"calculation of positions factors in the mentioned offsets, as well as the positions of the node s parent and the layout s node and level distance properties.",0,1,Responsibilities,calculation of positions factors in the mentioned offsets as well as the positions of the node s parent and the layout s node and level distance properties
3566,RTResizeCanceled,i am fired when resize operation is canceled globally for the whole view.,0,1,Responsibilities,i am fired when resize operation is canceled globally for the whole view
984,BrTextEditorLineSplitter,i split a piece of text into line segments class brtexteditorlinesegment,0,1,Responsibilities,i split a piece of text into line segments class brtexteditorlinesegment
1887,FamixTPackage,"famixpackage represents a package in the source language, meaning that it provides a means to group entities without any baring on lexical scoping.",0,1,Responsibilities,famixpackage represents a package in the source language meaning that it provides a means to group entities without any baring on lexical scoping
4011,WAFormCharEncodingFromHandlerTest,i test that the encoding from the handler is taken if a handler is present but a codec is missing.,0,1,Responsibilities,i test that the encoding from the handler is taken if a handler is present but a codec is missing
245,BlGridLayout,i layout elements in a rectangular grid.,0,1,Responsibilities,i layout elements in a rectangular grid
4087,WALabelledFormDialog,a standard text input field is used for each row of data.,0,1,Responsibilities,a standard text input field is used for each row of data
924,BrLook,in addition to the brviewmodel i listen to ui events and update decoration non meaningful elements of the widgets,0,1,Responsibilities,in addition to the brviewmodel i listen to ui events and update decoration non meaningful elements of the widgets
988,BrTextEditorSelectionRecorder,additionally i play a role of a selection strategy to support single or multiple selection.,0,1,Responsibilities,additionally i play a role of a selection strategy to support single or multiple selection
3942,WADevelopment,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak.,0,1,Responsibilities,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak
2546,PRDocumentListAnnotation,we ahave the possibility of giving multiple templates.,0,1,Responsibilities,we ahave the possibility of giving multiple templates
2392,PPPluggableParser,a pluggable parser that passes the parser stream into a block.,0,1,Responsibilities,a pluggable parser that passes the parser stream into a block
1762,TSpartaPaint,tspartapaint,0,1,Responsibilities,tspartapaint
2352,PPDebugParser,a ppdebugparser is a parser that traces all the progress and returns special object that can be browsed to see how the parsing advanced over a time.,0,1,Responsibilities,a ppdebugparser is a parser that traces all the progress and returns special object that can be browsed to see how the parsing advanced over a time
1143,GtGradAbstractTreeLayout,"when merging contours, minimum horizontal vertical offsets at which siblings can be placed with resepct to their upper left sibling depending of the layout s orientation are calculated",0,1,Responsibilities,when merging contours minimum horizontal vertical offsets at which siblings can be placed with resepct to their upper left sibling depending of the layout s orientation are calculated
943,BrTextEditor,"i edit text and provide high level abstractions of essential text editor functionality such as selection, cursor, text insertions and deletions.",0,1,Responsibilities,i edit text and provide high level abstractions of essential text editor functionality such as selection cursor text insertions and deletions
2623,PRObject,"i hold a dictionary of properties, so that users can easily annotate me with new values.",0,1,Responsibilities,i hold a dictionary of properties so that users can easily annotate me with new values
904,BrGlamorousIcons,you can import new icons using method name brglamorousicons class #importiconsfromdirectory using the script below.,0,1,Responsibilities,you can import new icons using method name brglamorousicons class importiconsfromdirectory using the script below
47,BlChildrenCollection,a linked list optimize for fast adding and removing.,0,1,Responsibilities,a linked list optimize for fast adding and removing
4343,WAUrlAttribute,it converts between text entered on the configuration page and waurl instances.,0,1,Responsibilities,it converts between text entered on the configuration page and waurl instances
2098,MalKruskal,kruskal s algorithm is a greedy algorithm in graph theory that finds a minimum spanning tree for a connected weighted graph.,0,1,Responsibilities,kruskal s algorithm is a greedy algorithm in graph theory that finds a minimum spanning tree for a connected weighted graph
3158,RTDecoratedTest,a rtdecoratedtest is a test class for testing the behavior of rtdecorated,0,1,Responsibilities,a rtdecoratedtest is a test class for testing the behavior of rtdecorated
4323,WAUpTimeTracker,wauptimetracker imageuptime.,0,1,Responsibilities,wauptimetracker imageuptime
2145,MalNodeWithPreviousAndNext,a basic node able to host the model and to represent edges with no additional class.,0,1,Responsibilities,a basic node able to host the model and to represent edges with no additional class
3757,TROSMShape,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.,0,1,Responsibilities,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap
4079,WALabelledFormDialog,given a data model walabelledformdialog displays a label and input field for each instance variable of interest.,0,1,Responsibilities,given a data model walabelledformdialog displays a label and input field for each instance variable of interest
2772,PMGradient,computes the gradient of a function of a collection of numbers.,0,1,Responsibilities,computes the gradient of a function of a collection of numbers
192,BlElementPositionChangeTest,i contain examples of position change logging functionality,0,1,Responsibilities,i contain examples of position change logging functionality
1547,SpartaCanvas,i define an abstract api of sparta canvas that all concrete implementations must have.,0,1,Responsibilities,i define an abstract api of sparta canvas that all concrete implementations must have
2409,PPSea,one can create it on a parser p by calling p island eg,0,1,Responsibilities,one can create it on a parser p by calling p island eg
1816,TSpTextRun,i define an api of a text run an object that holds an array of glyphs that represent a piece of text.,0,1,Responsibilities,i define an api of a text run an object that holds an array of glyphs that represent a piece of text
1718,SpartaLine,"i am meant to be polymorphic with rectangle and path and can be used as path in various operations, except clipping.",0,1,Responsibilities,i am meant to be polymorphic with rectangle and path and can be used as path in various operations except clipping
2748,PMAM3Stepper,an s step adams moulton method can reach order s 1.,0,1,Responsibilities,an s step adams moulton method can reach order s 1
2543,PRDocumentListAnnotation,i allow users to get abstracts of files located in a directory and specify a link to access these files.,0,1,Responsibilities,i allow users to get abstracts of files located in a directory and specify a link to access these files
240,BlGeometryAnchorMoved,i am sent when anchor s position changed,0,1,Responsibilities,i am sent when anchor s position changed
3742,RTWeightedCircleLayout,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements.,0,1,Responsibilities,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements
2386,PPNonEmptyParser,"i return failure, if the delegate parser did not consumed any input.",0,1,Responsibilities,i return failure if the delegate parser did not consumed any input
1524,GtSnippetRequest,i am sent by snippet widget looks when they request to receive a snippet model from the widget model,0,1,Responsibilities,i am sent by snippet widget looks when they request to receive a snippet model from the widget model
2000,FMRelationSlot,i am an abstract slot used to declare fame properties for a class.,0,1,Responsibilities,i am an abstract slot used to declare fame properties for a class
2105,MalLatticePatterns,the class implements the identification of patterns in fca lattices.,0,1,Responsibilities,the class implements the identification of patterns in fca lattices
2750,PMAM3Stepper,a am3 method is implicit.,0,1,Responsibilities,a am3 method is implicit
220,BlExperimentalExamples,i contain experimental examples that only work in manually prepared laboratory environments.,0,1,Responsibilities,i contain experimental examples that only work in manually prepared laboratory environments
4259,WARequestContext,warequestcontext encapsulates all the knowledge that should be available while processing a single request.,0,1,Responsibilities,warequestcontext encapsulates all the knowledge that should be available while processing a single request
1004,GtConnectorButtonAddedEvent,is sent after button is added to the scene graph,0,1,Responsibilities,is sent after button is added to the scene graph
168,BlDragDelegate,drag gesture fails if there are no drag items,0,1,Responsibilities,drag gesture fails if there are no drag items
3059,RTBucketColor,a scale of elements is discretized into buckets where elements of each bucket is associated to an element.,0,1,Responsibilities,a scale of elements is discretized into buckets where elements of each bucket is associated to an element
1408,GtPhlowForwarderView,i forward a view definition to another object.,0,1,Responsibilities,i forward a view definition to another object
4053,WAImageButtonTag,the value of the src attribute specifies the uri of the image that will decorate the button.,0,1,Responsibilities,the value of the src attribute specifies the uri of the image that will decorate the button
3622,RTSunburstBuilder,"you can customize the angle of the arc, and play with the with radius and width of each arc.",0,1,Responsibilities,you can customize the angle of the arc and play with the with radius and width of each arc
380,BlInfiniteSmoothScrollerAction,i hold information about a smooth scroll request by a smoothscroller.,0,1,Responsibilities,i hold information about a smooth scroll request by a smoothscroller
1409,GtPhlowForwarderView,i am useful in situations when the object that has the view definition is expensive to create.,0,1,Responsibilities,i am useful in situations when the object that has the view definition is expensive to create
378,BlInfiniteItemAnimationsFinished,"i can be used, for example, to delay an action in a data set until currently running animations are complete.",0,1,Responsibilities,i can be used for example to delay an action in a data set until currently running animations are complete
2880,PMSciKitLearnSVDFlipAlgorithmTest,this is the test class that exercises scikit learn eigenvector flip algorithm,0,1,Responsibilities,this is the test class that exercises scikit learn eigenvector flip algorithm
3656,RTSVGPopup,the click refers to the posibility of activating the popup only when the element is clicked.,0,1,Responsibilities,the click refers to the posibility of activating the popup only when the element is clicked
1146,GtGradAbstractTreeLayout,"during this second traversal, positions of the tree s nodes are set.",0,1,Responsibilities,during this second traversal positions of the tree s nodes are set
133,BlDecelerateInterpolator,i am an interpolator where the rate of change starts out quickly and and then decelerates.,0,1,Responsibilities,i am an interpolator where the rate of change starts out quickly and and then decelerates
2547,PRDocumentListAnnotation,then abstracts will alternately change templates if you specified mutliple directories.,0,1,Responsibilities,then abstracts will alternately change templates if you specified mutliple directories
938,BrTabAddedEvent,i am sent when a new tab is added to class brtabgroupmodel,0,1,Responsibilities,i am sent when a new tab is added to class brtabgroupmodel
3165,RTEditableLabel,"i am a class to create editable label shapes, but do not forget that roassal is for visualizations not to build morphs",0,1,Responsibilities,i am a class to create editable label shapes but do not forget that roassal is for visualizations not to build morphs
176,BlElementDynamicTransformation,i am dynamic element transformation in the sense that my transformation matrix may actually depend on some element properties such as #extent or #position.,0,1,Responsibilities,i am dynamic element transformation in the sense that my transformation matrix may actually depend on some element properties such as extent or position
1838,FAMIXAnnotationTypeGroup,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype.,0,1,Responsibilities,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype
3162,RTDualAttachPoint,i am a new class to combine attach points,0,1,Responsibilities,i am a new class to combine attach points
2684,PRPillarParserOld,i use the prpillargrammar and i build a prdocument.,0,1,Responsibilities,i use the prpillargrammar and i build a prdocument
2364,PPInfo,it is usefull to get parsing evaluation and stream position.,0,1,Responsibilities,it is usefull to get parsing evaluation and stream position
2737,PRWatcher,a class to watch served sites.,0,1,Responsibilities,a class to watch served sites
3920,WADatalistTag,datalist together with the a new list attribute for input is used to make comboboxes,0,1,Responsibilities,datalist together with the a new list attribute for input is used to make comboboxes
336,BlHeadlessHost,i am a fallback host that is chosen if there are no other available and supported hosts.,0,1,Responsibilities,i am a fallback host that is chosen if there are no other available and supported hosts
2995,RTBezier3Line,describe a cubic bezier spline,0,1,Responsibilities,describe a cubic bezier spline
1007,GtConnectorButtonCreatedEvent,i allow connector to be notified and attach its own additional handlers to newly created button,0,1,Responsibilities,i allow connector to be notified and attach its own additional handlers to newly created button
2607,PRLaTeXEnvironment,to emit,0,1,Responsibilities,to emit
4199,WAOptionGroupTag,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options.,0,1,Responsibilities,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options
2693,PRScreenshotAnnotation,i am an annotation used to show a screenshot of a given class and method.,0,1,Responsibilities,i am an annotation used to show a screenshot of a given class and method
1807,TSpartaStrokeOptions,i define an api of stroke options object.,0,1,Responsibilities,i define an api of stroke options object
1148,GtGradAbstractTreeLayout,"additionally, this implementation supports alignment of nodes top, center, bottom in case of the vertical layout and left, center, right in case of the horizontal layout .",0,1,Responsibilities,additionally this implementation supports alignment of nodes top center bottom in case of the vertical layout and left center right in case of the horizontal layout
1763,TSpartaPaint,i define an api of a paint.,0,1,Responsibilities,i define an api of a paint
2054,MalHgNode,one can also store arbitrary informaition as attributes to a node.,0,1,Responsibilities,one can also store arbitrary informaition as attributes to a node
1145,GtGradAbstractTreeLayout,"at that point, the tree is traversed again, but this time from top root to the bottom.",0,1,Responsibilities,at that point the tree is traversed again but this time from top root to the bottom
923,BrLook,i define how widgets look.,0,1,Responsibilities,i define how widgets look
1181,GtGraphCircleEnclosure,i compute the smallest circle that encloses the specified array of circles.,0,1,Responsibilities,i compute the smallest circle that encloses the specified array of circles
2624,PRObject,i am visitable.,0,1,Responsibilities,i am visitable
993,BrTextEditorSelectionUpdateCommand,i do the hard job of visually updating selection by requesting segment holders to partially update themselves,0,1,Responsibilities,i do the hard job of visually updating selection by requesting segment holders to partially update themselves
3936,WADelayedAnswerDecoration,wadelayedanswerdecoration adds a delay in displaying a component.,0,1,Responsibilities,wadelayedanswerdecoration adds a delay in displaying a component
1182,GtGraphCircleEnclosure,the enclosing circle is computed using the matou ek sharir welzl http www^inf.ethz^ch personal emo publfiles subexlinprog alg16 96^pdf algorithm.,0,1,Responsibilities,the enclosing circle is computed using the matou ek sharir welzl http www inf ethz ch personal emo publfiles subexlinprog alg16 96 pdf algorithm
1144,GtGradAbstractTreeLayout,"once the bottom up traversal is finished, calculation of offsets is finished as well.",0,1,Responsibilities,once the bottom up traversal is finished calculation of offsets is finished as well
4245,WAPlugin,plugins are an easy way to add or remove additional tools without changing the codebase.,0,1,Responsibilities,plugins are an easy way to add or remove additional tools without changing the codebase
