comment_sentence_id,class,comment_sentence,partition,instance_type,category,pre_sentence
3671,SmoothRateLimiter.java,"with underutilization, then we want stored permits to be given out faster than fresh ones,",0,1,usage,with underutilization then we want stored permits to be given out faster than fresh ones
1487,JavaStreamingTestExample.java,batchduration seconds until the test becomes significant p value 005 or the number of,0,1,usage,batchduration seconds until the test becomes significant p value 005 or the number of
2863,CacheBuilder.java,removallistener my listener,0,1,usage,removallistener my listener
3666,SmoothRateLimiter.java,"1 token per second , then this will take 3 seconds.",0,1,usage,1 token per second then this will take 3 seconds
3748,SmoothRateLimiter.java,warmup period is the area of the trapezoid between,0,1,usage,warmup period is the area of the trapezoid between
4157,AbstractModule.java,public class mymodule extends abstractmodule,0,1,usage,public class mymodule extends abstractmodule
193,ComparableVersion.java,ul,0,1,usage,ul
4236,Binder.java,create only one instance of @code serviceimpl and will reuse it for all injection requests of,0,1,usage,create only one instance of @code serviceimpl and will reuse it for all injection requests of
2894,CacheBuilder.java,"expireafteraccess is requested entries may be evicted on each cache modification, on occasional",0,1,usage,expireafteraccess is requested entries may be evicted on each cache modification on occasional
722,QuasiMonteCarlo.java,there are better methods for computing pi.,0,1,usage,there are better methods for computing pi
2462,SourceLookupTest.java,.,0,1,usage,nan
1942,GnuMakefileGenerator.java,windows drive letters and whitespace appropriately.,0,1,usage,windows drive letters and whitespace appropriately
2883,CacheBuilder.java,"#weakkeys was specified, the cache uses identity @code comparisons instead for keys.",0,1,usage,weakkeys was specified the cache uses identity @code comparisons instead for keys
3441,Preconditions.java,pre @code,0,1,usage,pre @code
3725,SmoothRateLimiter.java,"last request, but it remembers the expected time of the next request.",0,1,usage,last request but it remembers the expected time of the next request
622,LoggedTask.java,want to write out in the json files.,0,1,usage,want to write out in the json files
2845,CacheBuilder.java,by default,0,1,usage,by default
3715,SmoothRateLimiter.java,it would be nonsensical to just,0,1,usage,it would be nonsensical to just
3120,EqualsTester.java,each group should contain objects,0,1,usage,each group should contain objects
2867,CacheBuilder.java,return createexpensivegraph key,0,1,usage,return createexpensivegraph key
2868,CacheBuilder.java,pre,0,1,usage,pre
2860,CacheBuilder.java,in real life this would come from a command line flag or config file,0,1,usage,in real life this would come from a command line flag or config file
3868,SmoothRateLimiter.java,"deal with overflow, then stored permits could be given out slower than fresh ones.",0,1,usage,deal with overflow then stored permits could be given out slower than fresh ones
4229,Binder.java,of @code @red that have no exact match in the bindings.,0,1,usage,of @code @red that have no exact match in the bindings
1688,CConfigurationDescriptionCache.java,li after eclipse started a project is being opened.,0,1,usage,li after eclipse started a project is being opened
3341,MultimapBuilder.java,@param k0 the upper bound on the key type of the generated multimap.,0,1,usage,@param k0 the upper bound on the key type of the generated multimap
3863,SmoothRateLimiter.java,"as explained above, there is no unique answer.",0,1,usage,as explained above there is no unique answer
2641,AbstractListeningExecutorService.java,termination.,0,1,usage,termination
3742,SmoothRateLimiter.java,large requests push this further than small requests.,0,1,usage,large requests push this further than small requests
4689,Grid.java,header and footer,0,1,usage,header and footer
453,ErasureCodingPolicyManager.java,this class is instantiated by the fsnamesystem.,0,1,usage,this class is instantiated by the fsnamesystem
1949,GnuMakefileGenerator.java,@param path the string denoting the path to process,0,1,usage,@param path the string denoting the path to process
3423,Preconditions.java,"correctly that is, whether its i preconditions i were met .",0,1,usage,correctly that is whether its i preconditions i were met
2455,SourceLookupTest.java,how the program was compiled.,0,1,usage,how the program was compiled
4248,Binder.java,their own custom scopes for use here as well.,0,1,usage,their own custom scopes for use here as well
724,QuasiMonteCarlo.java,"for computing many digits of pi, consider using bbp.",0,1,usage,for computing many digits of pi consider using bbp
3660,SmoothRateLimiter.java,"immediately after, assume that an",0,1,usage,immediately after assume that an
4687,Grid.java,an event that is fired when a column s visibility changes.,0,1,usage,an event that is fired when a column s visibility changes
4282,Binder.java,@literal @ color red color red a member variable field,0,1,usage,@literal @ color red color red a member variable field
3836,SmoothRateLimiter.java,modeled by storedpermits variable.,0,1,usage,modeled by storedpermits variable
1950,GnuMakefileGenerator.java,@throws nullpointerexception is path is null,0,1,usage,@throws nullpointerexception is path is null
4659,Grid.java,the grid bean type,0,1,usage,the grid bean type
3864,SmoothRateLimiter.java,if we are primarily interested to deal,0,1,usage,if we are primarily interested to deal
292,DelegatingSSLSocketFactory.java,li,0,1,usage,li
4307,Binder.java,it means that we do not need to place @literal @ inject on any of the,0,1,usage,it means that we do not need to place @literal @ inject on any of the
5465,Window.java,pre,0,1,usage,pre
3920,SmoothRateLimiter.java,this also enables,0,1,usage,this also enables
2879,CacheBuilder.java,concurrentmodificationexception .,0,1,usage,concurrentmodificationexception
3762,SmoothRateLimiter.java,"storedpermits, we serve from those first",0,1,usage,storedpermits we serve from those first
3764,SmoothRateLimiter.java,the rate at which we move to the right is,0,1,usage,the rate at which we move to the right is
3760,SmoothRateLimiter.java,"li when the ratelimiter is not used, this goes right up to maxpermits",0,1,usage,li when the ratelimiter is not used this goes right up to maxpermits
1923,GnuMakefileGenerator.java,"that said, make will treat",0,1,usage,that said make will treat
4475,DefaultMethodInterceptionTest.java,interface with a default method annotated to be intercepted.,0,1,usage,interface with a default method annotated to be intercepted
1943,GnuMakefileGenerator.java,p p,0,1,usage,p p
3867,SmoothRateLimiter.java,if we are primarily interested to,0,1,usage,if we are primarily interested to
1715,CConfigurationDescriptionCache.java,@see cconfigurationdescription,0,1,usage,@see cconfigurationdescription
3333,MultimapBuilder.java,@param k0 an upper bound on the key type of the generated multimap.,0,1,usage,@param k0 an upper bound on the key type of the generated multimap
720,QuasiMonteCarlo.java,it is easy to see that pi is equal to 4i .,0,1,usage,it is easy to see that pi is equal to 4i
2922,CacheBuilder.java,this is,0,1,usage,this is
3930,SmoothRateLimiter.java,"so, if rate 1 permit per second, and",0,1,usage,so if rate 1 permit per second and
3337,MultimapBuilder.java,parameters to be left implicit more often.,0,1,usage,parameters to be left implicit more often
1699,CConfigurationDescriptionCache.java,li another cconfigurationdescription settings configuration created using the same constructor setting fcfgcache,0,1,usage,li another cconfigurationdescription settings configuration created using the same constructor setting fcfgcache
4268,Binder.java,serviceimpl is simply ignored.,0,1,usage,serviceimpl is simply ignored
2470,SourceLookupTest.java,.,0,1,usage,nan
3727,SmoothRateLimiter.java,us to tell immediately see tryacquire timeout whether a particular timeout is enough to get,0,1,usage,us to tell immediately see tryacquire timeout whether a particular timeout is enough to get
3467,Preconditions.java,doing so is b not recommended b because it is,0,1,usage,doing so is b not recommended b because it is
3447,Preconditions.java,p avoid passing message arguments that are expensive to compute your code will always compute,0,1,usage,p avoid passing message arguments that are expensive to compute your code will always compute
2853,CacheBuilder.java,build,0,1,usage,build
249,DBProfile.java,documentation for options.,0,1,usage,documentation for options
3865,SmoothRateLimiter.java,"with underutilization, then we want stored permits to be given out faster than fresh ones,",0,1,usage,with underutilization then we want stored permits to be given out faster than fresh ones
3443,Preconditions.java,double d sqrt 10,0,1,usage,double d sqrt 10
4694,Grid.java,@param t,0,1,usage,@param t
2609,WhiteSpaceOptions.java,a node representing a group of options in the tree.,0,1,usage,a node representing a group of options in the tree
1922,GnuMakefileGenerator.java,with a dependency on a moved header file.,0,1,usage,with a dependency on a moved header file
3431,Preconditions.java,throw new illegalargumentexception input is negative value,0,1,usage,throw new illegalargumentexception input is negative value
4693,Grid.java,class for managing visible details rows.,0,1,usage,class for managing visible details rows
3354,MultimapBuilder.java,parameters to be left implicit more often.,0,1,usage,parameters to be left implicit more often
3287,ImmutableTable_CustomFieldSerializerBase.java,serializers should delegate to @link #serialize and @link #instantiate .,0,1,usage,serializers should delegate to @link serialize and @link instantiate
3912,SmoothRateLimiter.java,a much,0,1,usage,a much
1698,CConfigurationDescriptionCache.java,ul,0,1,usage,ul
4183,Binder.java,h3 the guice binding edsl h3,0,1,usage,h3 the guice binding edsl h3
3663,SmoothRateLimiter.java,"remaining 70 permits, and the remaining 30, we serve them by fresh permits produced by the",0,1,usage,remaining 70 permits and the remaining 30 we serve them by fresh permits produced by the
2924,CacheBuilder.java,#removallistener,0,1,usage,removallistener
3923,SmoothRateLimiter.java,and what we mean by,0,1,usage,and what we mean by
3709,SmoothRateLimiter.java,underutilization.,0,1,usage,underutilization
4291,Binder.java,bind service^class,0,1,usage,bind service class
3611,SmoothRateLimiter.java,"compute, for an incoming request, the appropriate throttle time, and make the calling thread",0,1,usage,compute for an incoming request the appropriate throttle time and make the calling thread
483,FairOrderingPolicy.java,this,0,1,usage,this
4260,Binder.java,bind service^class ^toinstance new serviceimpl,0,1,usage,bind service class toinstance new serviceimpl
1931,GnuMakefileGenerator.java,m a i n makefile m a k e f i l e m e t h o d s,0,1,usage,m a i n makefile m a k e f i l e m e t h o d s
3485,Preconditions.java,"however, note that if the number of arguments does not match the",0,1,usage,however note that if the number of arguments does not match the
4230,Binder.java,pre,0,1,usage,pre
3427,Preconditions.java,this allows constructs such as,0,1,usage,this allows constructs such as
1934,GnuMakefileGenerator.java,m a k e f i l eg e n e r a t i o n c o m m o n m e t h o d s,0,1,usage,m a k e f i l eg e n e r a t i o n c o m m o n m e t h o d s
3729,SmoothRateLimiter.java,and what we mean by,0,1,usage,and what we mean by
3057,ClassToInstanceMap.java,@param b the common supertype that all entries must share often this is simply @link object,0,1,usage,@param b the common supertype that all entries must share often this is simply @link object
5462,Window.java,or globally,0,1,usage,or globally
3681,SmoothRateLimiter.java,storedpermits,0,1,usage,storedpermits
2136,IMacroEntry.java,@noextend this interface is not intended to be extended by clients.,0,1,usage,@noextend this interface is not intended to be extended by clients
3055,ClassToInstanceMap.java,"p to map a generic type to an instance of that type, use @link",0,1,usage,p to map a generic type to an instance of that type use @link
4308,Binder.java,constructors and that guice treats the provided constructor as though it were annotated so.,0,1,usage,constructors and that guice treats the provided constructor as though it were annotated so
715,QuasiMonteCarlo.java,"we use a qmc method to approximate the integral i int s f x dx ,",0,1,usage,we use a qmc method to approximate the integral i int s f x dx
1939,GnuMakefileGenerator.java,r e s o u r c e v i s i t o r m e t h o d s,0,1,usage,r e s o u r c e v i s i t o r m e t h o d s
3735,SmoothRateLimiter.java,that would have been produced in that idle time .,0,1,usage,that would have been produced in that idle time
3352,MultimapBuilder.java,@since 160,0,1,usage,@since 160
2030,IBuildObject.java,@noextend this class is not intended to be subclassed by clients.,0,1,usage,@noextend this class is not intended to be subclassed by clients
3872,SmoothRateLimiter.java,the,0,1,usage,the
2876,CacheBuilder.java,"modify the cache after the iterator is created, it is undefined which of these changes, if any,",0,1,usage,modify the cache after the iterator is created it is undefined which of these changes if any
2848,CacheBuilder.java,pre @code,0,1,usage,pre @code
1831,DocCommentOwnerBlock.java,@noinstantiate this class is not intended to be instantiated by clients.,0,1,usage,@noinstantiate this class is not intended to be instantiated by clients
2886,CacheBuilder.java,p entries are automatically evicted from the cache when any of @linkplain #maximumsize long,0,1,usage,p entries are automatically evicted from the cache when any of @linkplain maximumsize long
901,StreamBaseRecordReader.java,the option bin hadoopstreaming inputreader .,0,1,usage,the option bin hadoopstreaming inputreader
639,MapContext.java,@param valuein the value input type to the mapper,0,1,usage,@param valuein the value input type to the mapper
2463,SourceLookupTest.java,in path passed to gcc,0,1,usage,in path passed to gcc
4652,Grid.java,@param t,0,1,usage,@param t
3672,SmoothRateLimiter.java,because underutilization free resources for the taking.,0,1,usage,because underutilization free resources for the taking
1408,WritableComparator.java,"@link #compare byte ,int,int,byte ,int,int .",0,1,usage,@link compare byte int int byte int int
4312,Binder.java,p the above list of examples is far from exhaustive.,0,1,usage,p the above list of examples is far from exhaustive
3673,SmoothRateLimiter.java,if we are primarily interested to,0,1,usage,if we are primarily interested to
3629,SmoothRateLimiter.java,"overflow, depending on the real world consequences of not using the expected rate.",0,1,usage,overflow depending on the real world consequences of not using the expected rate
2905,CacheBuilder.java,p certain cache configurations will result in the accrual of periodic maintenance tasks which,0,1,usage,p certain cache configurations will result in the accrual of periodic maintenance tasks which
2893,CacheBuilder.java,p if @linkplain #expireafterwrite expireafterwrite or @linkplain #expireafteraccess,0,1,usage,p if @linkplain expireafterwrite expireafterwrite or @linkplain expireafteraccess
